# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kave[W/mK],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK]
5.0000000e+02,3.3144247e+02,2.0617963e+00,2.0617659e+00,-3.8066653e-04,-3.0297592e-04,-3.8066653e-04,2.0617389e+00,-2.9079780e-04,-3.0297592e-04,-2.9079780e-04,2.0618843e+00
5.0000000e+02,4.0949151e+02,2.0945456e+00,2.0945149e+00,-3.8222606e-04,-3.0434272e-04,-3.8222606e-04,2.0944880e+00,-2.9204616e-04,-3.0434272e-04,-2.9204616e-04,2.0946337e+00
5.0000000e+02,5.0591975e+02,2.1242738e+00,2.1242430e+00,-3.8350135e-04,-3.0546096e-04,-3.8350135e-04,2.1242162e+00,-2.9306770e-04,-3.0546096e-04,-2.9306770e-04,2.1243621e+00
5.0000000e+02,6.2505519e+02,2.1509727e+00,2.1509419e+00,-3.8454221e-04,-3.0637402e-04,-3.8454221e-04,2.1509151e+00,-2.9390196e-04,-3.0637402e-04,-2.9390196e-04,2.1510612e+00
5.0000000e+02,7.7224499e+02,2.1746896e+00,2.1746588e+00,-3.8539043e-04,-3.0711834e-04,-3.8539043e-04,2.1746320e+00,-2.9458213e-04,-3.0711834e-04,-2.9458213e-04,2.1747782e+00
5.0000000e+02,9.5409548e+02,2.1955302e+00,2.1954992e+00,-3.8608078e-04,-3.0772429e-04,-3.8608078e-04,2.1954725e+00,-2.9513592e-04,-3.0772429e-04,-2.9513592e-04,2.1956188e+00
5.0000000e+02,1.1787686e+03,2.2136533e+00,2.2136223e+00,-3.8664206e-04,-3.0821706e-04,-3.8664206e-04,2.2135956e+00,-2.9558632e-04,-3.0821706e-04,-2.9558632e-04,2.2137420e+00
5.0000000e+02,1.4563485e+03,2.2292603e+00,2.2292293e+00,-3.8709802e-04,-3.0861744e-04,-3.8709802e-04,2.2292026e+00,-2.9595229e-04,-3.0861744e-04,-2.9595229e-04,2.2293491e+00
5.0000000e+02,1.7992936e+03,2.2425810e+00,2.2425499e+00,-3.8746817e-04,-3.0894251e-04,-3.8746817e-04,2.2425232e+00,-2.9624945e-04,-3.0894251e-04,-2.9624945e-04,2.2426698e+00
5.0000000e+02,2.2229965e+03,2.2538593e+00,2.2538282e+00,-3.8776849e-04,-3.0920628e-04,-3.8776849e-04,2.2538015e+00,-2.9649058e-04,-3.0920628e-04,-2.9649058e-04,2.2539481e+00
5.0000000e+02,2.7464741e+03,2.2633409e+00,2.2633098e+00,-3.8801203e-04,-3.0942022e-04,-3.8801203e-04,2.2632831e+00,-2.9668617e-04,-3.0942022e-04,-2.9668617e-04,2.2634298e+00
5.0000000e+02,3.3932218e+03,2.2712628e+00,2.2712317e+00,-3.8820947e-04,-3.0959366e-04,-3.8820947e-04,2.2712050e+00,-2.9684474e-04,-3.0959366e-04,-2.9684474e-04,2.2713517e+00
5.0000000e+02,4.1922674e+03,2.2778465e+00,2.2778154e+00,-3.8836948e-04,-3.0973424e-04,-3.8836948e-04,2.2777887e+00,-2.9697326e-04,-3.0973424e-04,-2.9697326e-04,2.2779355e+00
5.0000000e+02,5.1794747e+03,2.2832933e+00,2.2832622e+00,-3.8849913e-04,-3.0984814e-04,-3.8849913e-04,2.2832355e+00,-2.9707740e-04,-3.0984814e-04,-2.9707740e-04,2.2833823e+00
5.0000000e+02,6.3991523e+03,2.2877823e+00,2.2877512e+00,-3.8860415e-04,-3.0994042e-04,-3.8860415e-04,2.2877245e+00,-2.9716177e-04,-3.0994042e-04,-2.9716177e-04,2.2878713e+00
5.0000000e+02,7.9060432e+03,2.2914701e+00,2.2914389e+00,-3.8868922e-04,-3.1001516e-04,-3.8868922e-04,2.2914122e+00,-2.9723011e-04,-3.1001516e-04,-2.9723011e-04,2.2915590e+00
5.0000000e+02,9.7677811e+03,2.2944915e+00,2.2944603e+00,-3.8875810e-04,-3.1007569e-04,-3.8875810e-04,2.2944337e+00,-2.9728545e-04,-3.1007569e-04,-2.9728545e-04,2.2945805e+00
5.0000000e+02,1.2067926e+04,2.2969615e+00,2.2969304e+00,-3.8881389e-04,-3.1012471e-04,-3.8881389e-04,2.2969037e+00,-2.9733027e-04,-3.1012471e-04,-2.9733027e-04,2.2970505e+00
5.0000000e+02,1.4909717e+04,2.2989771e+00,2.2989459e+00,-3.8885905e-04,-3.1016439e-04,-3.8885905e-04,2.2989193e+00,-2.9736656e-04,-3.1016439e-04,-2.9736656e-04,2.2990661e+00
5.0000000e+02,1.8420700e+04,2.3006194e+00,2.3005882e+00,-3.8889562e-04,-3.1019653e-04,-3.8889562e-04,2.3005615e+00,-2.9739594e-04,-3.1019653e-04,-2.9739594e-04,2.3007084e+00
5.0000000e+02,2.2758459e+04,2.3019558e+00,2.3019246e+00,-3.8892523e-04,-3.1022254e-04,-3.8892523e-04,2.3018980e+00,-2.9741973e-04,-3.1022254e-04,-2.9741973e-04,2.3020448e+00
5.0000000e+02,2.8117687e+04,2.3030423e+00,2.3030111e+00,-3.8894920e-04,-3.1024360e-04,-3.8894920e-04,2.3029844e+00,-2.9743899e-04,-3.1024360e-04,-2.9743899e-04,2.3031313e+00
5.0000000e+02,3.4738921e+04,2.3039248e+00,2.3038936e+00,-3.8896860e-04,-3.1026065e-04,-3.8896860e-04,2.3038670e+00,-2.9745458e-04,-3.1026065e-04,-2.9745458e-04,2.3040138e+00
5.0000000e+02,4.2919343e+04,2.3046412e+00,2.3046100e+00,-3.8898430e-04,-3.1027446e-04,-3.8898430e-04,2.3045834e+00,-2.9746720e-04,-3.1027446e-04,-2.9746720e-04,2.3047302e+00
5.0000000e+02,5.3026113e+04,2.3052224e+00,2.3051912e+00,-3.8899702e-04,-3.1028563e-04,-3.8899702e-04,2.3051646e+00,-2.9747741e-04,-3.1028563e-04,-2.9747741e-04,2.3053114e+00
5.0000000e+02,6.5512856e+04,2.3056937e+00,2.3056626e+00,-3.8900731e-04,-3.1029467e-04,-3.8900731e-04,2.3056359e+00,-2.9748568e-04,-3.1029467e-04,-2.9748568e-04,2.3057828e+00
5.0000000e+02,8.0940012e+04,2.3060758e+00,2.3060446e+00,-3.8901564e-04,-3.1030199e-04,-3.8901564e-04,2.3060180e+00,-2.9749237e-04,-3.1030199e-04,-2.9749237e-04,2.3061648e+00
5.0000000e+02,1.0000000e+05,2.3063855e+00,2.3063543e+00,-3.8902238e-04,-3.1030792e-04,-3.8902238e-04,2.3063276e+00,-2.9749779e-04,-3.1030792e-04,-2.9749779e-04,2.3064745e+00
5.5000000e+02,3.1622777e+00,5.8108901e-01,5.8107940e-01,-1.3869527e-04,-1.0174864e-04,-1.3869527e-04,5.8105105e-01,-1.0501382e-04,-1.0174864e-04,-1.0501382e-04,5.8113657e-01
5.5000000e+02,3.9069399e+00,6.5390955e-01,6.5389867e-01,-1.5451597e-04,-1.1434480e-04,-1.5451597e-04,6.5386980e-01,-1.1695384e-04,-1.1434480e-04,-1.1695384e-04,6.5396018e-01
5.5000000e+02,4.8269574e+00,7.2981654e-01,7.2980432e-01,-1.7072771e-04,-1.2738580e-04,-1.7072771e-04,7.2977516e-01,-1.2918393e-04,-1.2738580e-04,-1.2918393e-04,7.2987016e-01
5.5000000e+02,5.9636233e+00,8.0786825e-01,8.0785461e-01,-1.8710087e-04,-1.4068268e-04,-1.8710087e-04,8.0782539e-01,-1.4153982e-04,-1.4068268e-04,-1.4153982e-04,8.0792474e-01
5.5000000e+02,7.3679546e+00,8.8704707e-01,8.8703200e-01,-2.0339282e-04,-1.5403048e-04,-2.0339282e-04,8.8700287e-01,-1.5384958e-04,-1.5403048e-04,-1.5384958e-04,8.8710633e-01
5.5000000e+02,9.1029818e+00,9.6631580e-01,9.6629930e-01,-2.1935872e-04,-1.6721774e-04,-2.1935872e-04,9.6627040e-01,-1.6593952e-04,-1.6721774e-04,-1.6593952e-04,9.6637769e-01
5.5000000e+02,1.1246578e+01,1.0446778e+00,1.0446599e+00,-2.3476354e-04,-1.8003711e-04,-2.3476354e-04,1.0446313e+00,-1.7764107e-04,-1.8003711e-04,-1.7764107e-04,1.0447422e+00
5.5000000e+02,1.3894955e+01,1.1212351e+00,1.1212158e+00,-2.4939471e-04,-1.9229672e-04,-2.4939471e-04,1.1211876e+00,-1.8879834e-04,-1.9229672e-04,-1.8879834e-04,1.1213017e+00
5.5000000e+02,1.7166979e+01,1.1952370e+00,1.1952166e+00,-2.6307379e-04,-2.0383086e-04,-2.6307379e-04,1.1951888e+00,-1.9927618e-04,-2.0383086e-04,-1.9927618e-04,1.1953058e+00
5.5000000e+02,2.1209509e+01,1.2661146e+00,1.2660930e+00,-2.7566560e-04,-2.1450895e-04,-2.7566560e-04,1.2660656e+00,-2.0896733e-04,-2.1450895e-04,-2.0896733e-04,1.2661852e+00
5.5000000e+02,2.6203985e+01,1.3334947e+00,1.3334721e+00,-2.8708347e-04,-2.2424121e-04,-2.8708347e-04,1.3334451e+00,-2.1779769e-04,-2.2424121e-04,-2.1779769e-04,1.3335670e+00
5.5000000e+02,3.2374575e+01,1.3971948e+00,1.3971712e+00,-2.9728974e-04,-2.3298037e-04,-2.9728974e-04,1.3971446e+00,-2.2572842e-04,-2.3298037e-04,-2.2572842e-04,1.3972685e+00
5.5000000e+02,3.9998234e+01,1.4571987e+00,1.4571744e+00,-3.0629199e-04,-2.4071935e-04,-3.0629199e-04,1.4571481e+00,-2.3275476e-04,-2.4071935e-04,-2.3275476e-04,1.4572737e+00
5.5000000e+02,4.9417134e+01,1.5136195e+00,1.5135944e+00,-3.1413567e-04,-2.4748570e-04,-3.1413567e-04,1.5135685e+00,-2.3890183e-04,-2.4748570e-04,-2.3890183e-04,1.5136956e+00
5.5000000e+02,6.1054023e+01,1.5666533e+00,1.5666276e+00,-3.2089498e-04,-2.5333396e-04,-3.2089498e-04,1.5666020e+00,-2.4421842e-04,-2.5333396e-04,-2.4421842e-04,1.5667303e+00
5.5000000e+02,7.5431201e+01,1.6165329e+00,1.6165068e+00,-3.2666318e-04,-2.5833730e-04,-3.2666318e-04,1.6164813e+00,-2.4877000e-04,-2.5833730e-04,-2.4877000e-04,1.6166107e+00
5.5000000e+02,9.3193958e+01,1.6634851e+00,1.6634585e+00,-3.3154371e-04,-2.6257971e-04,-3.3154371e-04,1.6634333e+00,-2.5263181e-04,-2.6257971e-04,-2.5263181e-04,1.6635636e+00
5.5000000e+02,1.1513954e+02,1.7076970e+00,1.7076701e+00,-3.3564281e-04,-2.6614922e-04,-3.3564281e-04,1.7076450e+00,-2.5588298e-04,-2.6614922e-04,-2.5588298e-04,1.7077760e+00
5.5000000e+02,1.4225293e+02,1.7492952e+00,1.7492680e+00,-3.3906397e-04,-2.6913280e-04,-3.3906397e-04,1.7492430e+00,-2.5860188e-04,-2.6913280e-04,-2.5860188e-04,1.7493747e+00
5.5000000e+02,1.7575106e+02,1.7883388e+00,1.7883113e+00,-3.4190411e-04,-2.7161273e-04,-3.4190411e-04,1.7882864e+00,-2.6086281e-04,-2.7161273e-04,-2.6086281e-04,1.7884186e+00
5.5000000e+02,2.1713743e+02,1.8248254e+00,1.8247978e+00,-3.4425135e-04,-2.7366436e-04,-3.4425135e-04,1.8247730e+00,-2.6273398e-04,-2.7366436e-04,-2.6273398e-04,1.8249055e+00
5.5000000e+02,2.6826958e+02,1.8587094e+00,1.8586816e+00,-3.4618400e-04,-2.7535501e-04,-3.4618400e-04,1.8586569e+00,-2.6427643e-04,-2.7535501e-04,-2.6427643e-04,1.8587898e+00
5.5000000e+02,3.3144247e+02,1.8899256e+00,1.8898976e+00,-3.4777036e-04,-2.7674368e-04,-3.4777036e-04,1.8898730e+00,-2.6554370e-04,-2.7674368e-04,-2.6554370e-04,1.8900062e+00
5.5000000e+02,4.0949151e+02,1.9184154e+00,1.9183873e+00,-3.4906913e-04,-2.7788124e-04,-3.4906913e-04,1.9183627e+00,-2.6658205e-04,-2.7788124e-04,-2.6658205e-04,1.9184961e+00
5.5000000e+02,5.0591975e+02,1.9441493e+00,1.9441212e+00,-3.5013021e-04,-2.7881104e-04,-3.5013021e-04,1.9440966e+00,-2.6743092e-04,-2.7881104e-04,-2.6743092e-04,1.9442302e+00
5.5000000e+02,6.2505519e+02,1.9671432e+00,1.9671150e+00,-3.5099560e-04,-2.7956964e-04,-3.5099560e-04,1.9670905e+00,-2.6812359e-04,-2.7956964e-04,-2.6812359e-04,1.9672242e+00
5.5000000e+02,7.7224499e+02,1.9874652e+00,1.9874369e+00,-3.5170039e-04,-2.8018765e-04,-3.5170039e-04,1.9874124e+00,-2.6868796e-04,-2.8018765e-04,-2.6868796e-04,1.9875463e+00
5.5000000e+02,9.5409548e+02,2.0052350e+00,2.0052067e+00,-3.5227372e-04,-2.8069051e-04,-3.5227372e-04,2.0051822e+00,-2.6914723e-04,-2.8069051e-04,-2.6914723e-04,2.0053162e+00
5.5000000e+02,1.1787686e+03,2.0206166e+00,2.0205882e+00,-3.5273967e-04,-2.8109926e-04,-3.5273967e-04,2.0205637e+00,-2.6952058e-04,-2.8109926e-04,-2.6952058e-04,2.0206978e+00
5.5000000e+02,1.4563485e+03,2.0338065e+00,2.0337781e+00,-3.5311806e-04,-2.8143126e-04,-3.5311806e-04,2.0337536e+00,-2.6982384e-04,-2.8143126e-04,-2.6982384e-04,2.0338877e+00
5.5000000e+02,1.7992936e+03,2.0450210e+00,2.0449926e+00,-3.5342515e-04,-2.8170074e-04,-3.5342515e-04,2.0449682e+00,-2.7007001e-04,-2.8170074e-04,-2.7007001e-04,2.0451023e+00
5.5000000e+02,2.2229965e+03,2.0544840e+00,2.0544555e+00,-3.5367425e-04,-2.8191936e-04,-3.5367425e-04,2.0544311e+00,-2.7026972e-04,-2.8191936e-04,-2.7026972e-04,2.0545653e+00
5.5000000e+02,2.7464741e+03,2.0624158e+00,2.0623873e+00,-3.5387623e-04,-2.8209663e-04,-3.5387623e-04,2.0623629e+00,-2.7043168e-04,-2.8209663e-04,-2.7043168e-04,2.0624971e+00
5.5000000e+02,3.3932218e+03,2.0690259e+00,2.0689974e+00,-3.5403995e-04,-2.8224034e-04,-3.5403995e-04,2.0689730e+00,-2.7056296e-04,-2.8224034e-04,-2.7056296e-04,2.0691073e+00
5.5000000e+02,4.1922674e+03,2.0745074e+00,2.0744789e+00,-3.5417262e-04,-2.8235679e-04,-3.5417262e-04,2.0744545e+00,-2.7066936e-04,-2.8235679e-04,-2.7066936e-04,2.0745888e+00
5.5000000e+02,5.1794747e+03,2.0790339e+00,2.0790054e+00,-3.5428010e-04,-2.8245114e-04,-3.5428010e-04,2.0789810e+00,-2.7075556e-04,-2.8245114e-04,-2.7075556e-04,2.0791153e+00
5.5000000e+02,6.3991523e+03,2.0827587e+00,2.0827302e+00,-3.5436716e-04,-2.8252757e-04,-3.5436716e-04,2.0827058e+00,-2.7082539e-04,-2.8252757e-04,-2.7082539e-04,2.0828401e+00
5.5000000e+02,7.9060432e+03,2.0858147e+00,2.0857862e+00,-3.5443767e-04,-2.8258947e-04,-3.5443767e-04,2.0857618e+00,-2.7088195e-04,-2.8258947e-04,-2.7088195e-04,2.0858961e+00
5.5000000e+02,9.7677811e+03,2.0883158e+00,2.0882873e+00,-3.5449477e-04,-2.8263960e-04,-3.5449477e-04,2.0882629e+00,-2.7092775e-04,-2.8263960e-04,-2.7092775e-04,2.0883972e+00
5.5000000e+02,1.2067926e+04,2.0903586e+00,2.0903301e+00,-3.5454100e-04,-2.8268019e-04,-3.5454100e-04,2.0903057e+00,-2.7096484e-04,-2.8268019e-04,-2.7096484e-04,2.0904401e+00
5.5000000e+02,1.4909717e+04,2.0920244e+00,2.0919959e+00,-3.5457844e-04,-2.8271306e-04,-3.5457844e-04,2.0919715e+00,-2.7099487e-04,-2.8271306e-04,-2.7099487e-04,2.0921059e+00
5.5000000e+02,1.8420700e+04,2.0933809e+00,2.0933523e+00,-3.5460875e-04,-2.8273966e-04,-3.5460875e-04,2.0933279e+00,-2.7101918e-04,-2.8273966e-04,-2.7101918e-04,2.0934623e+00
5.5000000e+02,2.2758459e+04,2.0944842e+00,2.0944556e+00,-3.5463328e-04,-2.8276121e-04,-3.5463328e-04,2.0944312e+00,-2.7103886e-04,-2.8276121e-04,-2.7103886e-04,2.0945656e+00
5.5000000e+02,2.8117687e+04,2.0953807e+00,2.0953522e+00,-3.5465315e-04,-2.8277865e-04,-3.5465315e-04,2.0953278e+00,-2.7105480e-04,-2.8277865e-04,-2.7105480e-04,2.0954622e+00
5.5000000e+02,3.4738921e+04,2.0961088e+00,2.0960802e+00,-3.5466923e-04,-2.8279276e-04,-3.5466923e-04,2.0960559e+00,-2.7106770e-04,-2.8279276e-04,-2.7106770e-04,2.0961902e+00
5.5000000e+02,4.2919343e+04,2.0966996e+00,2.0966711e+00,-3.5468224e-04,-2.8280419e-04,-3.5468224e-04,2.0966467e+00,-2.7107814e-04,-2.8280419e-04,-2.7107814e-04,2.0967811e+00
5.5000000e+02,5.3026113e+04,2.0971789e+00,2.0971503e+00,-3.5469278e-04,-2.8281344e-04,-3.5469278e-04,2.0971259e+00,-2.7108659e-04,-2.8281344e-04,-2.7108659e-04,2.0972603e+00
5.5000000e+02,6.5512856e+04,2.0975674e+00,2.0975389e+00,-3.5470131e-04,-2.8282093e-04,-3.5470131e-04,2.0975145e+00,-2.7109343e-04,-2.8282093e-04,-2.7109343e-04,2.0976489e+00
5.5000000e+02,8.0940012e+04,2.0978824e+00,2.0978538e+00,-3.5470821e-04,-2.8282699e-04,-3.5470821e-04,2.0978295e+00,-2.7109897e-04,-2.8282699e-04,-2.7109897e-04,2.0979638e+00
5.5000000e+02,1.0000000e+05,2.0981376e+00,2.0981090e+00,-3.5471380e-04,-2.8283190e-04,-3.5471380e-04,2.0980847e+00,-2.7110345e-04,-2.8283190e-04,-2.7110345e-04,2.0982190e+00
6.0000000e+02,3.1622777e+00,5.6047452e-01,5.6046521e-01,-1.3333412e-04,-9.8161326e-05,-1.3333412e-04,5.6043889e-01,-1.0093770e-04,-9.8161326e-05,-1.0093770e-04,5.6051947e-01
6.0000000e+02,3.9069399e+00,6.2856927e-01,6.2855875e-01,-1.4804502e-04,-1.0992176e-04,-1.4804502e-04,6.2853204e-01,-1.1203449e-04,-1.0992176e-04,-1.1203449e-04,6.2861701e-01
6.0000000e+02,4.8269574e+00,6.9915067e-01,6.9913889e-01,-1.6303125e-04,-1.2202191e-04,-1.6303125e-04,6.9911200e-01,-1.2333654e-04,-1.2202191e-04,-1.2333654e-04,6.9920113e-01
6.0000000e+02,5.9636233e+00,7.7131988e-01,7.7130679e-01,-1.7807569e-04,-1.3428106e-04,-1.7807569e-04,7.7127990e-01,-1.3468924e-04,-1.3428106e-04,-1.3468924e-04,7.7137295e-01
6.0000000e+02,7.3679546e+00,8.4412886e-01,8.4411445e-01,-1.9295309e-04,-1.4650716e-04,-1.9295309e-04,8.4408770e-01,-1.4593311e-04,-1.4650716e-04,-1.4593311e-04,8.4418443e-01
6.0000000e+02,9.1029818e+00,9.1663411e-01,9.1661839e-01,-2.0744053e-04,-1.5850611e-04,-2.0744053e-04,9.1659189e-01,-1.5690960e-04,-1.5850611e-04,-1.5690960e-04,9.1669205e-01
6.0000000e+02,1.1246578e+01,9.8795181e-01,9.8793482e-01,-2.2132892e-04,-1.7009190e-04,-2.2132892e-04,9.8790865e-01,-1.6746771e-04,-1.7009190e-04,-1.6746771e-04,9.8801195e-01
6.0000000e+02,1.3894955e+01,1.0573084e+00,1.0572902e+00,-2.3443441e-04,-1.8109693e-04,-2.3443441e-04,1.0572644e+00,-1.7747126e-04,-1.8109693e-04,-1.7747126e-04,1.0573705e+00
6.0000000e+02,1.7166979e+01,1.1240802e+00,1.1240609e+00,-2.4660838e-04,-1.9138139e-04,-2.4660838e-04,1.1240355e+00,-1.8680601e-04,-1.9138139e-04,-1.8680601e-04,1.1241443e+00
6.0000000e+02,2.1209509e+01,1.1878182e+00,1.1877979e+00,-2.5774451e-04,-2.0084031e-04,-2.5774451e-04,1.1877729e+00,-1.9538570e-04,-2.0084031e-04,-1.9538570e-04,1.1878839e+00
6.0000000e+02,2.6203985e+01,1.2482531e+00,1.2482319e+00,-2.6778185e-04,-2.0940741e-04,-2.6778185e-04,1.2482072e+00,-2.0315572e-04,-2.0940741e-04,-2.0315572e-04,1.2483203e+00
6.0000000e+02,3.2374575e+01,1.3052835e+00,1.3052614e+00,-2.7670354e-04,-2.1705499e-04,-2.7670354e-04,1.3052371e+00,-2.1009376e-04,-2.1705499e-04,-2.1009376e-04,1.3053519e+00
6.0000000e+02,3.9998234e+01,1.3589477e+00,1.3589250e+00,-2.8453185e-04,-2.2379051e-04,-2.8453185e-04,1.3589009e+00,-2.1620752e-04,-2.2379051e-04,-2.1620752e-04,1.3590172e+00
6.0000000e+02,4.9417134e+01,1.4093861e+00,1.4093627e+00,-2.9132059e-04,-2.2965050e-04,-2.9132059e-04,1.4093389e+00,-2.2152992e-04,-2.2965050e-04,-2.2152992e-04,1.4094565e+00
6.0000000e+02,6.1054023e+01,1.4567975e+00,1.4567737e+00,-2.9714627e-04,-2.3469311e-04,-2.9714627e-04,1.4567501e+00,-2.2611298e-04,-2.3469311e-04,-2.2611298e-04,1.4568688e+00
6.0000000e+02,7.5431201e+01,1.5013979e+00,1.5013736e+00,-3.0209942e-04,-2.3899054e-04,-3.0209942e-04,1.5013502e+00,-2.3002132e-04,-2.3899054e-04,-2.3002132e-04,1.5014698e+00
6.0000000e+02,9.3193958e+01,1.5433836e+00,1.5433590e+00,-3.0627695e-04,-2.4262219e-04,-3.0627695e-04,1.5433358e+00,-2.3332616e-04,-2.4262219e-04,-2.3332616e-04,1.5434561e+00
6.0000000e+02,1.1513954e+02,1.5829056e+00,1.5828807e+00,-3.0977601e-04,-2.4566904e-04,-3.0977601e-04,1.5828576e+00,-2.3610034e-04,-2.4566904e-04,-2.3610034e-04,1.5829786e+00
6.0000000e+02,1.4225293e+02,1.6200552e+00,1.6200300e+00,-3.1268958e-04,-2.4820954e-04,-3.1268958e-04,1.6200070e+00,-2.3841459e-04,-2.4820954e-04,-2.3841459e-04,1.6201285e+00
6.0000000e+02,1.7575106e+02,1.6548627e+00,1.6548373e+00,-3.1510360e-04,-2.5031684e-04,-3.1510360e-04,1.6548145e+00,-2.4033502e-04,-2.5031684e-04,-2.4033502e-04,1.6549364e+00
6.0000000e+02,2.1713743e+02,1.6873084e+00,1.6872828e+00,-3.1709541e-04,-2.5205721e-04,-3.1709541e-04,1.6872600e+00,-2.4192161e-04,-2.5205721e-04,-2.4192161e-04,1.6873823e+00
6.0000000e+02,2.6826958e+02,1.7173411e+00,1.7173154e+00,-3.1873318e-04,-2.5348932e-04,-3.1873318e-04,1.7172926e+00,-2.4322757e-04,-2.5348932e-04,-2.4322757e-04,1.7174152e+00
6.0000000e+02,3.3144247e+02,1.7449018e+00,1.7448760e+00,-3.2007598e-04,-2.5466423e-04,-3.2007598e-04,1.7448534e+00,-2.4429926e-04,-2.5466423e-04,-2.4429926e-04,1.7449761e+00
6.0000000e+02,4.0949151e+02,1.7699469e+00,1.7699210e+00,-3.2117433e-04,-2.5562575e-04,-3.2117433e-04,1.7698984e+00,-2.4517648e-04,-2.5562575e-04,-2.4517648e-04,1.7700213e+00
6.0000000e+02,5.0591975e+02,1.7924661e+00,1.7924401e+00,-3.2207099e-04,-2.5641104e-04,-3.2207099e-04,1.7924175e+00,-2.4589303e-04,-2.5641104e-04,-2.4589303e-04,1.7925407e+00
6.0000000e+02,6.2505519e+02,1.8124942e+00,1.8124682e+00,-3.2280182e-04,-2.5705131e-04,-3.2280182e-04,1.8124456e+00,-2.4647735e-04,-2.5705131e-04,-2.4647735e-04,1.8125689e+00
6.0000000e+02,7.7224499e+02,1.8301144e+00,1.8300883e+00,-3.2339672e-04,-2.5757264e-04,-3.2339672e-04,1.8300658e+00,-2.4695318e-04,-2.5757264e-04,-2.4695318e-04,1.8301892e+00
6.0000000e+02,9.5409548e+02,1.8454548e+00,1.8454287e+00,-3.2388046e-04,-2.5799665e-04,-3.2388046e-04,1.8454062e+00,-2.4734021e-04,-2.5799665e-04,-2.4734021e-04,1.8455296e+00
6.0000000e+02,1.1787686e+03,1.8586797e+00,1.8586536e+00,-3.2427346e-04,-2.5834119e-04,-3.2427346e-04,1.8586310e+00,-2.4765474e-04,-2.5834119e-04,-2.4765474e-04,1.8587546e+00
6.0000000e+02,1.4563485e+03,1.8699784e+00,1.8699522e+00,-3.2459253e-04,-2.5862095e-04,-3.2459253e-04,1.8699297e+00,-2.4791014e-04,-2.5862095e-04,-2.4791014e-04,1.8700533e+00
6.0000000e+02,1.7992936e+03,1.8795532e+00,1.8795270e+00,-3.2485141e-04,-2.5884798e-04,-3.2485141e-04,1.8795045e+00,-2.4811741e-04,-2.5884798e-04,-2.4811741e-04,1.8796281e+00
6.0000000e+02,2.2229965e+03,1.8876090e+00,1.8875827e+00,-3.2506137e-04,-2.5903212e-04,-3.2506137e-04,1.8875603e+00,-2.4828553e-04,-2.5903212e-04,-2.4828553e-04,1.8876839e+00
6.0000000e+02,2.7464741e+03,1.8943442e+00,1.8943180e+00,-3.2523159e-04,-2.5918141e-04,-3.2523159e-04,1.8942955e+00,-2.4842184e-04,-2.5918141e-04,-2.4842184e-04,1.8944192e+00
6.0000000e+02,3.3932218e+03,1.8999450e+00,1.8999187e+00,-3.2536955e-04,-2.5930242e-04,-3.2536955e-04,1.8998962e+00,-2.4853233e-04,-2.5930242e-04,-2.4853233e-04,1.9000199e+00
6.0000000e+02,4.1922674e+03,1.9045808e+00,1.9045546e+00,-3.2548133e-04,-2.5940047e-04,-3.2548133e-04,1.9045321e+00,-2.4862185e-04,-2.5940047e-04,-2.4862185e-04,1.9046558e+00
6.0000000e+02,5.1794747e+03,1.9084031e+00,1.9083768e+00,-3.2557188e-04,-2.5947990e-04,-3.2557188e-04,1.9083544e+00,-2.4869439e-04,-2.5947990e-04,-2.4869439e-04,1.9084781e+00
6.0000000e+02,6.3991523e+03,1.9115442e+00,1.9115180e+00,-3.2564522e-04,-2.5954424e-04,-3.2564522e-04,1.9114955e+00,-2.4875314e-04,-2.5954424e-04,-2.4875314e-04,1.9116193e+00
6.0000000e+02,7.9060432e+03,1.9141186e+00,1.9140923e+00,-3.2570462e-04,-2.5959635e-04,-3.2570462e-04,1.9140698e+00,-2.4880072e-04,-2.5959635e-04,-2.4880072e-04,1.9141936e+00
6.0000000e+02,9.7677811e+03,1.9162236e+00,1.9161973e+00,-3.2575272e-04,-2.5963855e-04,-3.2575272e-04,1.9161749e+00,-2.4883925e-04,-2.5963855e-04,-2.4883925e-04,1.9162986e+00
6.0000000e+02,1.2067926e+04,1.9179417e+00,1.9179154e+00,-3.2579167e-04,-2.5967272e-04,-3.2579167e-04,1.9178930e+00,-2.4887045e-04,-2.5967272e-04,-2.4887045e-04,1.9180167e+00
6.0000000e+02,1.4909717e+04,1.9193418e+00,1.9193155e+00,-3.2582320e-04,-2.5970038e-04,-3.2582320e-04,1.9192930e+00,-2.4889571e-04,-2.5970038e-04,-2.4889571e-04,1.9194168e+00
6.0000000e+02,1.8420700e+04,1.9204813e+00,1.9204550e+00,-3.2584873e-04,-2.5972278e-04,-3.2584873e-04,1.9204326e+00,-2.4891616e-04,-2.5972278e-04,-2.4891616e-04,1.9205563e+00
